numacc,species_code,ind_code,spike_length_mm,spikelet_nb,tot3_fertile,tot_nb_fertile_fls,spikelet_length_mm,flower_length_mm,eta_len1,eta_len2,eta_len3,eta_len4,eta_len5,eta_len6,eta_wid1,eta_wid2,eta_wid3,eta_wid4,eta_wid5,eta_wid6,ova1,ova2,ova3,ova4,sti1,sti2,sti3,sti4,n_AF_splets,tot_AF_fertile
PI119423,Tmo,Tmo09,NA,NA,NA,NA,NA,NA,3.53560345420721,3.65735888132909,3.72148935542466,3.75099233585666,3.58963586510045,3.56469739778433,0.59954575886051,0.764195846851278,0.596536146423901,0.668144445952939,0.690182964498574,0.735511990187742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI191381,Tmo,Tmo10,69,32,NA,23,7.82929388888889,6.98196193618158,3.82142499626273,3.82318144324233,3.45797274584945,3.75152021966262,3.68647682357814,3.56019256244975,0.750517403709733,0.481566701847668,0.674092768743457,0.50922770128995,0.381509160682639,0.564530202456367,0.750662383660754,1.18410912574009,0.977354248908536,NA,1.824175280936,2.54471264566122,2.06164005971283,NA,35,31
PI355535,Tmo,Tmo13,78,31,1,15,8.43670925,7.22977256383913,3.03913625130041,2.97781503416969,3.0536781224903,3.21392318170693,3.26221526232824,3.12124407321366,0.54729559973437,0.350625599879505,0.367464491682631,0.505331124272448,0.380802449956455,0.558635234023247,NA,NA,NA,NA,NA,NA,NA,NA,33,17
PI393496,Tmo,Tmo14,65,29,2,23,7.89066239130435,8.3247814673913,4.05506659294877,4.37635098739677,4.30717589832537,4.32244634157576,4.45822594337114,4.18280452495594,0.615814498506435,0.802539386691925,0.770659572773984,0.714454576804406,0.728474229941163,0.583131987553192,0.83119514927832,0.901077647245576,1.14988719289375,NA,2.07876503073543,2.09094738160251,2.88058125351831,NA,30,24
PI428180,Tur,Tur02,68,20,4,32,11.9329807142857,8.94350431034483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,38
PI428253,Tur,Tur06,78,23,4,22,12.5367594444444,10.8625079512195,2.77967353359427,2.85613783810915,2.75597411668369,2.75806462323206,2.86893712385371,2.85822850833029,0.348784593382652,0.541006920261246,0.404230627592859,0.402758927873641,0.55314976979591,0.529466010826944,1.11827732721298,1.34496435752754,1.1704573491187,NA,2.58497791757467,3.06681170084505,3.13830188714485,NA,21,22
PI428257,Tur,Tur07,74,20,4,27,11.006275952381,10.7582723148148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,22
PI538727,Tur,Tur20,75,22,1,21,11.5308796124031,11.4740911309524,2.98227900730388,2.97588980911776,2.78938997336725,2.89815696105894,2.69665867119166,2.69986330675891,0.349621611484484,0.404855026465605,0.548838412149773,0.548801964263539,0.511645112301769,0.505052222637466,0.72633412637114,1.18603348112372,0.771092211584165,NA,2.37785243912034,2.44195323458417,2.49338488769413,NA,25,20
PI428249,Tur,Tur21,NA,NA,NA,NA,NA,NA,2.81659614965168,2.83329284280272,2.87776800433708,2.81689737589315,2.41762198242078,2.66571407242186,0.383378800620259,0.522491070607442,0.634407997859806,0.564598431380159,0.414968793794394,0.487694751406085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI428333,Tur,Tur25,79,28,2,29,10.3189105833333,10.317170297619,2.53406244405241,2.58852665083035,2.42226652005788,2.35858596583897,2.97967545001595,2.57031750703131,0.685465055437338,0.689908139607641,0.751166129824586,0.603427209924384,0.615461008139405,0.77790420025825,1.14040307303797,0.854502878294592,0.915392683129418,NA,2.89939393692407,2.21551219771274,2.3974535650673,NA,27,36
TRI6735,Tur,Tur30,NA,NA,NA,NA,NA,NA,2.27073357412505,2.54949127904614,2.39048361082259,2.36492637545865,2.2927173514965,2.25552420621103,0.630533195469395,0.819960614253057,0.742493118100243,0.685816779503689,0.635678629665282,0.612536421440227,0.694129338661884,0.972496996180969,0.878953410062627,NA,2.84530391612143,2.71149383402182,2.38156872312691,NA,NA,NA
PI5770884TK201-0003,Tca,Tca01,46,13,8,43,8.11866115384615,6.95807975308642,1.28464194872035,1.20868537569426,1.13100614509386,1.27561929946525,1.20197936754974,1.09366616412256,0.397933497120785,0.440049394652692,0.367193397094485,0.367492420601173,0.386445755007469,0.588138776065883,0.766006284682864,0.98899125521765,0.682798476550038,NA,1.36746936663722,1.7589354185656,1.27702201046931,NA,14,34
HOR10924,Hsp,Hsp01,96,10,3,13,14.92844,12.6315362903226,3.23605607740735,3.18211459421134,3.90587913564028,3.65828267237978,2.85859465637735,3.63579636164189,0.674907942504155,0.707692691896196,0.71196157263267,0.701343385796671,0.585712053687509,0.642247326043599,1.97233562835251,1.84661093810606,1.44227921482795,NA,2.32731341265341,2.79535748496038,2.2462269986348,NA,18,14
HOR9819,Hsp,Hsp02,49,11,2,10,12.1718841666667,10.5184740860215,2.53496366714394,2.5619445257645,2.18424055077983,2.37865685765623,2.37778408378854,2.66861139367618,0.379471322522246,0.51099526724875,0.465726412553256,0.531545674409736,0.566301682556932,0.420868542826693,2.11244439989445,2.09672384391137,2.18742505821617,NA,2.27752821902253,2.4126964072765,2.2379764424395,NA,8,5
HOR13534,Hsp,Hsp03,71,14,2,13,10.9556077419355,8.90312156565657,2.49817275971625,2.57975223429012,2.70331567004677,2.51147765802945,2.48092885610187,2.6510891422012,0.573490681380679,0.595544332861114,0.625021291918133,0.724429828494346,0.38677246722246,0.603903102320117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1053,Str,Str02,112,28,0,0,12.0002509333333,13.6797878225806,6.37296152047359,6.55809103641736,6.30873268885605,6.67363986851175,6.52016002965808,6.92309019344862,0.739778857408762,0.82715550766929,0.617488611779522,0.787469081514343,0.631865188226244,0.8465510255357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
