numacc,species_code,ind_code,spike_length_mm,spikelet_nb,tot3_fertile,tot_nb_fertile_fls,spikelet_length_mm,flower_length_mm,eta_len1,eta_len2,eta_len3,eta_len4,eta_len5,eta_len6,eta_wid1,eta_wid2,eta_wid3,eta_wid4,eta_wid5,eta_wid6,ova1,ova2,ova3,ova4,sti1,sti2,sti3,sti4,n_AF_splets,tot_AF_fertile
KU-17-2,Aco,Aco29,36,4,7,9,10.28081275,9.11594208333333,4.2171285956189,4.01186370842254,4.38682474894801,4.53021808809177,4.23147827318695,4.04514914175747,0.458068406437278,0.446140785244279,0.414730873193829,0.507481439939596,0.558804751312194,0.446117117264026,1.20816266175344,1.20176223189235,1.1002364163492,NA,1.58309542537685,1.53344114580657,1.19403984012809,NA,4,3
PI318647,Alo,Alo04,130,10,5,14,11.9345466842214,10.1565750854701,5.49669618438663,5.51672757488817,5.64649039989238,5.31514655566281,5.33246946457281,5.10265717435583,0.596655937751872,0.645422168387806,0.604567209082568,0.600855825274053,0.477181927395656,0.474031960926027,0.886453441944406,1.16055882535434,1.54122159169082,NA,1.91931616761253,2.72746672670835,1.99020825399368,NA,12,11
PI330486,Alo,Alo05,108,9,5,20,12.9943385185185,10.2259744642857,5.29435133728446,4.89119791241134,4.18918959088003,4.84611925189909,5.28469767273852,4.55284998876891,0.562170186572528,0.656956310741022,0.674906985277463,0.662386719275594,0.634505374566927,0.683484365100741,NA,NA,NA,NA,NA,NA,NA,NA,10,10
AE1078,Alo,Alo20,122,15,5,30,12.6219878205128,10.7125877678571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63418062921738,1.60497154354359,1.41263287987942,NA,2.0320167979055,2.29210414485113,1.87693804222131,NA,14,3
AE320,Alo,Alo21,NA,NA,NA,NA,NA,NA,6.38282266624977,6.36597489860846,6.0949730276684,5.37714670144201,6.14624061451161,5.92891663724927,0.779001376162319,0.955665744540745,0.940212138328987,0.658654210251126,0.879531161041551,0.956425275713553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AE337,Alo,Alo24,165,15,5,25,10.8699219379845,10.1516762083333,6.21672040601428,6.13278552591734,7.14676413521413,6.59270936747741,6.71750407668526,6.81116230584585,0.815824491196856,0.455239624975186,0.789489231616913,0.65222016048049,0.655708417706573,0.704054757699459,0.977061652284498,0.763058760321841,1.09275601143386,NA,2.48274462620291,2.27123785491273,3.01671461103925,NA,15,4
AE339,Alo,Alo25,120,11,4,12,10.908151031746,10.1849398580956,6.27369254386942,6.18059201042732,6.11858119562647,6.10940613625784,6.86777574462388,6.26211897198109,0.637780056297514,0.563923511880683,0.540356602953655,0.608584974011425,0.722280541333281,0.534089034555054,0.834022741887031,0.901519379233401,1.15668869716886,NA,2.24213168290662,2.22354798012457,3.28974973527674,NA,14,10
PI598388,Amu,Amu01,290,19,1,8,9.97246689573051,5.98234585914943,4.81157543489916,4.87717134875231,4.80818307016185,4.94688744443253,4.67163598184866,4.71434526767117,0.657261054521329,0.636835078816047,0.56889902329151,0.5175557011945,0.590817545311983,0.739953385006203,0.697594624763255,0.428580609964376,0.931724102340338,0.720141703034561,2.41649448147315,1.23809001394933,1.75742674377093,2.37563638735972,20,0
PI560121,Amu,Amu02,230,15,7,36,9.26774880952381,5.78737625,4.10711489950163,4.08215200113833,4.22021983466312,3.98932673335511,4.21255871814199,4.09844558770331,0.745347862570464,0.809611556293162,0.907908081599028,0.8020222464251,0.811933037556975,0.885601884313282,0.624238530877063,1.1862287012474,0.526881338349068,NA,1.56297969652683,2.61015690341432,1.34596882326316,NA,16,0
PI560122,Amu,Amu03,155,13,5,24,8.71392988888889,5.3166882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0
PI560124,Amu,Amu04,260,12,9,39,11.6421920833333,6.60183602272727,5.05638129371291,4.87972956660195,5.11080905636967,4.98441454806426,4.96815900693299,5.00463935016049,0.599002806774562,0.620137729365343,0.644854769610648,0.721500106008154,0.635511440764947,0.80208456993073,1.08824898705193,0.927913694148626,0.805655353606758,NA,2.51272531345791,2.0664983530858,1.8928801211677,NA,16,0
AE367,Amu,Amu25,251,20,NA,2,11.3325933333333,7.05853757352941,4.87629203661883,4.70354015794187,4.48284874550697,4.73948866106788,4.72452450358089,4.24416255728416,0.593091464560794,0.763558110745017,0.496119608317537,0.544468747474355,0.763949638518108,0.779003452371205,0.801774702769889,0.73872763778373,0.61182662773308,NA,2.61363889362608,2.4879128964896,1.4790585535813,NA,20,0
AE374,Amu,Amu26,NA,NA,NA,NA,NA,NA,3.7837713567673,4.1884957917848,4.34045143833477,3.98143818899429,4.6535151617015,3.83691170765405,0.614588538881835,0.629888981211742,0.830003453184524,0.770198312438022,0.911837323113262,0.85030388836107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI599130,Ase,Ase01,130,12,5,14,11.3902681333333,8.7981144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,15
PI599143,Ase,Ase05,67,7,NA,0,9.85170441176471,8.7806027027027,3.98549145303859,3.69593646048075,3.68785418748298,3.27016714134232,3.75870236887427,3.75402894748174,0.372315553254362,0.410152007612147,0.436229351920249,0.353433014176826,0.455972939758326,0.556803042792388,0.750587997287162,1.1326815763833,0.945861687954886,NA,1.64555583435115,1.66133311523403,1.81331968411794,NA,11,16
PI599176,Ase,Ase06,128,12,4,20,11.8805830864198,10.6412401923077,3.0898911989715,3.16060474618971,3.46936523211677,3.0147868795451,3.17287860038161,3.20440944200729,0.522625593417587,0.435896347060609,0.33428402346322,0.439480423770321,0.453709705492647,0.378410188286117,NA,NA,NA,NA,NA,NA,NA,NA,11,17
AE1072,Ase,Ase21,103,12,4,16,9.40648943089431,8.85778737804878,4.01086494746083,3.83570150047582,4.02045549661222,4.1383566528979,3.95373490512876,3.78994965314418,0.495731718478907,0.459014675636775,0.459897045455811,0.405130927992115,0.395574503330043,0.45739756042738,0.89182745157747,1.19080038084548,0.786994990280276,1.27750736014765,1.16853011066561,2.18484590853565,2.09115928069082,1.82317118934207,11,16
AE641,Ase,Ase25,NA,NA,NA,NA,NA,NA,3.2332809374969,3.40770607321518,3.15576050975979,3.15016808803278,3.2937084637398,3.0434366157468,0.409112297247112,0.400020728960208,0.375389216407359,0.464882894725985,0.471835135072974,0.271699500614976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KU-4-7,Ase,Ase27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78294773320097,1.12727068180022,0.814396319414276,NA,1.70926732283014,1.54506604768145,1.08416869863632,NA,NA,NA
AE679,Ase,Ase28,73,7,2,6,10.5390344957818,9.465133625,4.09304672156255,4.18782329268308,4.11351027443941,3.7320493953162,4.27863967781353,4.56610535063538,0.336555257319748,0.384054511898324,0.285444351941753,0.353822316520052,0.386173182477704,0.405269565773268,0.818852608524942,0.774828952774352,0.607467733158067,0.670438150679576,1.57350323675068,1.69412143266527,1.61476415713283,1.83650821387924,12,16
PI584363,Ash,Ash02,135,15,6,35,11.5794561111111,9.53660245121653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,22
AE1203,Ash,Ash20,120,14,2,6,11.1462444,8.56586560498995,5.21485463197315,4.76811813228582,4.85332656443378,5.5651155821168,4.71024091110807,5.44394081170493,0.751077043595621,0.954426128900226,0.723849779408012,0.822588778270203,0.729109432869691,0.890232885306959,NA,NA,NA,NA,NA,NA,NA,NA,13,5
AE134,Ash,Ash22,137,13,3,5,12.5759428455285,10.5198546581197,6.45173880481573,6.22353413313775,6.13935786070724,5.32921105883178,6.96432605314134,6.46298577071753,0.886766337434048,0.754916155622485,0.688890337951914,0.75043864444119,0.673721133541092,0.643581041993655,1.16557755606897,0.986777498014969,1.20502075563125,NA,2.65251104776559,2.00850355041795,3.61675611201423,NA,9,3
AE317,Ash,Ash24,NA,NA,NA,NA,NA,NA,5.69473135864806,6.14315281479885,5.48969658309068,5.78343473865762,5.74671401761107,6.24333208167438,0.959825521485702,0.835459578990596,0.80639882245957,0.902064027322305,0.967031433332895,0.807930218908844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AE318,Ash,Ash25,109,11,4,19,11.9565400793651,9.98396094017094,6.27289011072269,5.55254265935015,6.25702727179743,6.12122211056519,6.44812055117521,6.35246074631381,0.719306202489052,0.522996339787797,0.652257409099093,0.711050286356512,0.422207575755826,0.730871718928523,0.767533017067139,0.624819364210347,0.800645044339177,0.629597914582092,0.687420827001639,1.09092732017375,1.50634680666135,1.03289021705301,13,6
AE409,Ash,Ash28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.974874671066975,0.999753031982389,1.16628711950264,NA,1.84745785231449,2.08413240458725,3.13926941351961,NA,NA,NA
PI584345,Ash,Ash31,114,13,6,22,9.99768708333333,8.21557551282051,5.01515950304942,4.91669252795419,4.50692241700174,5.23174345680412,4.99786302299471,5.1649933469025,0.722362277556133,0.515564194905524,0.610403209866332,0.616036481181885,0.512403369846776,0.53314662585399,0.868615972023756,1.41728259369462,0.615346702889716,NA,1.47186312913661,1.94187376976775,1.5402187864035,NA,11,18
PI449338,Asp,Asp03,125,10,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI499261,Asp,Asp06,75,14,3,17,9.25526212501144,7.19142418803419,5.108940585685,5.03162191993658,4.65357647203038,4.78286340654346,5.02641357465087,4.1108815780772,0.435207933156639,0.508557659787321,0.491654317329101,0.713329203270933,0.646180434425631,0.486010293100629,1.00253484596464,0.973945108145894,1.4945951102636,NA,2.43968268317093,2.59765674215607,2.78837094809198,NA,13,2
PI554305,Asp,Asp13,93,14,6,30,11.3675755797101,8.27649608695652,5.76958046073312,6.25775846397643,5.80805013026652,6.13894952195377,6.4232625800386,5.97133697231935,0.657964657255085,0.621638262619261,0.895961116877703,0.691454680781967,0.631039660521104,0.620084916036468,0.666529275868691,0.614673853550429,1.13160540258236,NA,2.11146001712033,1.77068839402379,2.87114223149579,NA,13,15
KU-7730,Asp,Asp31,72,9,3,9,11.7879503225806,8.8333853715127,5.50410183985214,5.24694457389706,5.95524534010375,4.95836833695851,6.43603250602453,5.08732764706263,0.712120162608595,0.651569048374516,0.558448355948556,0.505116846877553,0.816930932482396,0.790263415032997,1.12629417178496,1.12736595738586,0.655734783862325,NA,2.88902465049082,2.84195047774544,2.08747669429065,NA,7,0
KU-7805,Asp,Asp34,70,9,2,10,13.8894625333333,7.55301053571429,4.52107761582173,5.22264415193867,6.25506778195395,6.32253608068968,5.78471519433418,5.6887824446775,0.71864615681901,0.790599247860759,0.710746884190372,0.845875454854428,0.529128146587063,0.823041757990969,NA,NA,NA,NA,NA,NA,NA,NA,5,0
KU-7845B,Asp,Asp35,78,9,5,13,11.229327,7.88065910027861,5.19100264913783,4.99987953411211,5.15377942477121,5.50656701576667,5.46717520084395,5.42373456757114,0.528859978541334,0.49504063520072,0.574335971999436,0.513911252598056,0.535028748594458,0.455569228442886,0.611443881420657,1.19600356505422,1.0661080872522,NA,2.81820832566692,2.19002580883005,2.82625944225298,NA,5,0
KU-2227,Asp,Asp37,80,16,3,12,9.30467135802469,7.45132946428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4
KU-5725B,Asp,Asp38,NA,NA,NA,NA,NA,NA,6.19125826612527,5.92447206173412,6.12154808350846,5.9716775393597,6.00751755067733,6.11692688238101,0.912948511303589,0.918781762493191,0.920172283481208,0.640304326746005,0.904047788587939,0.749570796710806,NA,NA,NA,NA,NA,NA,NA,NA,13,0
PI508263,Ata,Ata14,76,10,3,8,7.39075208333333,5.77025464539007,2.1077857039188,2.25599929999821,2.20994341626736,2.12513240551675,1.82209437992403,1.84776481193783,0.37220771138126,0.459741990303288,0.37344231705422,0.36709995631366,0.36715081726142,0.384467909287455,0.964605066917607,0.990245178034988,0.921264379448981,NA,1.60571038688666,1.38324519555472,1.13036545364133,NA,8,24
PI603225,Ata,Ata22,96,10,7,25,10.0932991025641,7.59024967948718,1.9390764883826,2.02718344390673,1.96609954911307,1.96501641523095,2.08611057636926,1.96329372274012,0.460769887723323,0.469756637338601,0.476402103443992,0.391233860006783,0.483074130653859,0.498178835577141,NA,NA,NA,NA,NA,NA,NA,NA,9,14
PI603230,Ata,Ata23,74,9,3,7,8.31370717948718,6.8346822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11
KU-2061,Ata,Ata30,67,7,7,14,8.80405288888889,7.36891118055556,1.84193724280169,1.73080909584688,2.19127780163508,2.11286440063716,1.61966438153781,2.03089638200265,0.36266251578347,0.436355278912173,0.416184157271277,0.377342561629212,0.339039468520515,0.355896760845253,0.964830434519776,1.00696300330419,1.21702823423372,NA,1.22705166083341,1.33234566786157,1.22194921676506,NA,6,16
AE26,Ata,Ata32,58,7,0,0,7.55867755555556,7.1349780421939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24031683578173,1.07714915480634,1.05728198649509,NA,1.46141937669868,1.68319594407175,1.36802718842457,NA,NA,NA
PI574469,Ata,Ata33,NA,NA,NA,NA,NA,NA,1.81768432819655,1.92603616647123,1.72605805249184,1.80060662897211,1.61939479587311,1.72196825392271,0.367882489375374,0.455935763401711,0.372561280070802,0.427085341379702,0.40155348530759,0.294943175509779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KU-2112,Ata,Ata34,91,10,5,17,10.6769433333333,6.89891928571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2
KU-2008,Ata,Ata36,NA,NA,NA,NA,NA,NA,1.58497996255554,1.58140942866135,1.64351017514149,1.40443709623023,1.51145041089887,1.46925919041376,0.356884086348884,0.271402682941741,0.396136226258216,0.326546263511599,0.271283467099485,0.35360253831303,1.0578861708107,0.654068246697981,1.02272777933151,NA,1.43599686818581,0.8392106965694,1.56859001382568,NA,NA,NA
CIae66,Aum,Aum01,37,7,0,0,10.5549112820513,8.70148564102564,2.91432230361472,3.39315804571592,3.86862029084046,3.23306063254015,3.12377581233776,2.74612113950091,0.567484931246274,0.721121104962342,0.521120772977496,0.751584791174456,0.769827893405842,0.674898356345053,NA,NA,NA,NA,NA,NA,NA,NA,4,2
PI554282,Aum,Aum04,25,4,0,0,9.05924333333333,6.24135049382716,3.01983588518829,2.98580578571076,3.17647091794977,2.92931052997864,3.00809401664722,2.76077819037216,0.521476431008959,0.469034334923176,0.445638817673607,0.439837472811855,0.546393033039784,0.43347316706569,NA,NA,NA,NA,NA,NA,NA,NA,4,0
AE714,Aum,Aum23,21,4,8,8,9.35764452991453,7.63294583333333,2.13585768655667,2.38746078339972,2.16567623593145,2.20603016637348,2.4035935844705,1.86561183775334,0.329423459961338,0.458587115579453,0.379920449841278,0.303494135898281,0.437013576122533,0.315869720152142,0.66374339015224,1.02966537136236,0.818086312419646,NA,1.8096100305398,1.81555107121918,1.45065563839274,NA,4,9
KU-4009,Aum,Aum26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.797000392853693,0.698799736655311,0.757434928210593,NA,1.32926072563367,1.18116994432243,1.81930464952502,NA,NA,NA
KU-4049,Aum,Aum27,25,4,3,3,10.747014017094,7.82558829166667,2.61314231589163,2.84679880126466,2.83996763699758,3.00703148269761,2.35441421634283,2.41066836109751,0.42572469231883,0.493469945435399,0.511026989578165,0.464654083020485,0.377447300308467,0.438084510686735,0.501185582660216,0.820399884724804,0.608281096739804,NA,1.46491618812182,1.76998266968742,2.14070398973958,NA,4,4
KU-5901,Aum,Aum30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.744260786149221,0.677490763690112,0.689853815045013,NA,1.32527941475553,1.74615413767779,1.04117042286001,NA,NA,NA
AE820,Aum,Aum31,18,5,5,5,9.26945079365079,7.66804808943089,3.26511438843332,3.4413717479259,3.41879625347506,3.21878032808957,3.04297877978492,3.3431187134918,0.408619019212224,0.613447960551313,0.410805217558275,0.424563544893603,0.450705817813968,0.546707007486399,1.19362170565674,1.06401084117192,0.996453043087968,NA,2.03302756694451,2.16985140854682,1.62719510171771,NA,6,3
PI276996,Aun,Aun01,33,5,6,6,9.07914583333333,8.11138991869919,2.96942165808794,3.03691650201274,3.24584812442667,3.39357853512826,3.64005610814246,3.41488940061035,0.353938065298121,0.370900091490647,0.400219597869669,0.473447084891815,0.46663551137313,0.37650498459019,1.21141721210708,0.918657646577329,0.767697935205451,NA,1.58448103238296,1.77043332090781,1.19317017590987,NA,5,4
PI554418,Aun,Aun02,39,5,3,9,10.0570601282051,9.02572519230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
PI554421,Aun,Aun05,46,5,2,4,9.77083807692308,9.31709730769231,3.68884796213228,3.49278442375256,3.45296138518041,3.45850642076563,3.30242011484186,2.42618936470905,0.526190661379571,0.561380069279518,0.426830813015491,0.374297829981679,0.494032547527374,0.576748798599131,NA,NA,NA,NA,NA,NA,NA,NA,4,10
AE157,Aun,Aun21,NA,NA,NA,NA,NA,NA,3.98519820585164,3.71798866906701,3.55762455656565,3.91793758979149,3.63586418461791,3.6979357052292,0.416230534916651,0.412319406292754,0.30801001935587,0.47259454460703,0.397993627851909,0.395524240534232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AE576,Aun,Aun23,40,6,2,2,10.8072747368421,8.78969103174603,3.56705758750567,3.88878174590668,3.72173575640407,4.08426176063502,3.73960258454632,3.58042195775391,0.403863867283347,0.510160872056329,0.462477491214497,0.493535819700835,0.358335833244473,0.39591594473903,1.11558903426795,0.906708829569894,0.928905674683132,NA,1.38523922983218,1.34221868747668,1.474787049299,NA,4,7
KU-19-3,Aun,Aun25,34,4,NA,0,11.5421960162602,8.99723398373984,3.57903386106849,3.97434492662483,3.31142619374759,3.19530819284751,3.32390950424247,2.85582303448668,0.372993385874366,0.397718650091229,0.279844506121047,0.351215073663724,0.422717855331252,0.374649076661793,1.38946470249436,1.05044616103873,1.15331027689037,NA,1.71900100009988,1.45317886584605,1.49060943601765,NA,4,2
PI306526,Tmo,Tmo02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05501787676503,1.21424952702697,1.0548557202158,1.61829229254711,1.98002029417904,3.01991186632448,1.99274464073258,2.79932798829767,NA,NA
PI374575,Tmo,Tmo03,60,22,2,17,12.3768278364228,8.54636333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,21
PI427445,Tmo,Tmo04,57,19,3,20,11.2416899122807,11.1765806086307,5.11037788312536,5.53370979282676,5.36546506828756,4.93064041333296,5.64655285399475,5.25359175495121,0.72048939196781,0.529912097743317,0.727257074724432,0.567675203809605,0.625396319495942,0.566815446855523,0.878393480990864,1.19537778002171,1.00509456180853,NA,2.2128330803646,2.87942191509304,2.28441361838979,NA,16,15
PI427446,Tmo,Tmo05,65,27,2,23,8.89513692307692,7.27688611111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
