numacc,species_code,ind_code,spike_length_mm,spikelet_nb,tot3_fertile,tot_nb_fertile_fls,spikelet_length_mm,flower_length_mm,eta_len1,eta_len2,eta_len3,eta_len4,eta_len5,eta_len6,eta_wid1,eta_wid2,eta_wid3,eta_wid4,eta_wid5,eta_wid6,ova1,ova2,ova3,sti1,sti2,sti3,n_AF_splets,tot_AF_fertile,mean_eta_len,mean_eta_wid,eta_len_norm,eta_wid_norm,sti_mean,ova_mean,sti_norm,maleinvest,compactness,AF_index
KU-7805,Asp,Asp34,70,9,2,10,13.8894625333333,7.55301053571429,4.52107761582173,5.22264415193867,6.25506778195395,6.32253608068968,5.78471519433418,5.6887824446775,0.71864615681901,0.790599247860759,0.710746884190372,0.845875454854428,0.529128146587063,0.823041757990969,1.26613697938045,1.20191461362681,1.30067179839707,2.40322838560493,2.45511168890512,2.76831779631902,5,0,5.63247054490262,0.736339608050434,0.745725233437657,0.0974895512946346,2.54221929027635,1.25624113046811,0.336583575285048,4.48359029830826,0.543794298561793,0
KU-7845B,Asp,Asp35,78,9,5,13,11.229327,7.88065910027861,5.19100264913783,4.99987953411211,5.15377942477121,5.50656701576667,5.46717520084395,5.42373456757114,0.528859978541334,0.49504063520072,0.574335971999436,0.513911252598056,0.535028748594458,0.455569228442886,0.611443881420657,1.19600356505422,1.0661080872522,2.81820832566692,2.19002580883005,2.82625944225298,5,0,5.29035639870049,0.517124302562815,0.6713088754865,0.0656194229419888,2.61149785891665,0.957851844575692,0.331380640335568,5.52314685059045,0.701792645300881,0
KU-2227,Asp,Asp37,80,16,3,12,9.30467135802469,7.45132946428571,3.80088263068233,3.81236652323185,3.87303494824663,3.81000043427868,3.82347532048128,3.7619029672844,0.518955377311401,0.534347304078735,0.532395494184923,0.534413651797303,0.52274584898499,0.53874627437059,1.04958260734277,1.05915247405543,1.02483390199178,1.99983336051325,2.06081696652137,2.03025371306311,14,4,3.81361047070086,0.530267325121324,0.511802690913015,0.0711641228136401,2.03030134669924,1.04452299446333,0.272475047094682,3.6510545875156,0.800815974855405,0.285714285714286
KU-5725B,Asp,Asp38,137.078660895225,17.5871739575506,1.52548995544666,13.657614841504,13.7509471997434,11.2056084109582,6.19125826612527,5.92447206173412,6.12154808350846,5.9716775393597,6.00751755067733,6.11692688238101,0.912948511303589,0.918781762493191,0.920172283481208,0.640304326746005,0.904047788587939,0.749570796710806,1.40350137888782,1.35511476303483,1.43226047899618,2.85084309069338,2.95197793088322,3.22741954059245,13,0,6.05556673063098,0.84097091155379,0.540404992620402,0.0750491076175201,3.01008018738968,1.39695887363961,0.268622646535289,4.33482104942283,0.814897202948119,0
PI508263,Ata,Ata14,76,10,3,8,7.39075208333333,5.77025464539007,2.1077857039188,2.25599929999821,2.20994341626736,2.12513240551675,1.82209437992403,1.84776481193783,0.37220771138126,0.459741990303288,0.37344231705422,0.36709995631366,0.36715081726142,0.384467909287455,0.964605066917607,0.990245178034988,0.921264379448981,1.60571038688666,1.38324519555472,1.13036545364133,8,24,2.0614533362605,0.387351783600217,0.357255175541935,0.0671290623039795,1.37310701202757,0.958704874800525,0.237962983682975,2.15024810079266,0.780739846273886,3
PI603225,Ata,Ata22,96,10,7,25,10.0932991025641,7.59024967948718,1.9390764883826,2.02718344390673,1.96609954911307,1.96501641523095,2.08611057636926,1.96329372274012,0.460769887723323,0.469756637338601,0.476402103443992,0.391233860006783,0.483074130653859,0.498178835577141,0.924364087538534,0.986684697147393,0.850703349526562,1.77119064369672,1.84652356075688,1.55573216918433,9,14,1.99113003262379,0.46323590912395,0.262327343197268,0.0610303914475772,1.72448212454598,0.920584044737496,0.22719702214888,2.1628986989358,0.752008793394318,0.666666666666667
PI603230,Ata,Ata23,74,9,3,7,8.31370717948718,6.8346822,3.12005054811245,3.11617228716177,3.19602065458716,3.14010066111617,3.05985521202366,3.0269537462653,0.412863124938562,0.43516422585461,0.425482995829488,0.441346374429088,0.423028671860564,0.430007839285357,1.01583808828833,1.01195128145261,0.95956912748898,1.72487897299603,1.76655903853258,1.67947981485176,10,11,3.10985885154442,0.427982205366278,0.455011478301715,0.0626191815277495,1.72363927546012,0.995786165743307,0.252190112871689,3.12301873487372,0.822098018662908,1.1
KU-2061,Ata,Ata30,67,7,7,14,8.80405288888889,7.36891118055556,1.84193724280169,1.73080909584688,2.19127780163508,2.11286440063716,1.61966438153781,2.03089638200265,0.36266251578347,0.436355278912173,0.416184157271277,0.377342561629212,0.339039468520515,0.355896760845253,0.964830434519776,1.00696300330419,1.21702823423372,1.22705166083341,1.33234566786157,1.22194921676506,6,16,1.92124155074354,0.38124679049365,0.260722582165619,0.0517371944310648,1.26044884848668,1.06294055735256,0.171049537387917,1.80747788524387,0.836990789759505,1.14285714285714
AE26,Ata,Ata32,58,7,0,0,7.55867755555556,7.1349780421939,2.42251152171895,2.44622147818109,2.53990039529282,2.44365794489331,2.27957957004531,2.30178044430598,0.324550463843349,0.378258935262296,0.337381136762008,0.379269724655295,0.364174968907874,0.342884268068078,1.24031683578173,1.07714915480634,1.05728198649509,1.46141937669868,1.68319594407175,1.36802718842457,5.19413301793995,12.3399256021296,2.40560855907291,0.354419916249817,0.337157107540757,0.0496735819162855,1.50421416973167,1.12491599236105,0.210822536640792,2.13847840675093,0.943945285369364,2.37574308542135
PI574469,Ata,Ata33,32.7944220800747,10.7045734446611,3.77154318432731,13.4304646149776,8.87242490922313,7.56026965752857,1.81768432819655,1.92603616647123,1.72605805249184,1.80060662897211,1.61939479587311,1.72196825392271,0.367882489375374,0.455935763401711,0.372561280070802,0.427085341379702,0.40155348530759,0.294943175509779,1.16317341750598,1.16361694951001,1.00533197375024,1.80902122218413,1.89556656351301,1.54364446830768,11.7961673537245,19.8616125125953,1.76862470432126,0.386660255840826,0.233936722423657,0.0511437122425637,1.74941075133494,1.11070744692208,0.231395284901361,1.5923407277248,0.852108610090287,1.33929346418667
KU-2112,Ata,Ata34,91,10,5,17,10.6769433333333,6.89891928571429,4.51366665748495,4.45015040407982,4.53590315470365,4.51755568468867,4.56481721925656,4.46395275645145,0.522626673183318,0.499172110812294,0.519164886218922,0.518786523909358,0.49732752733407,0.530186972499691,0.830379770343874,0.854204691260734,0.891278484293255,1.76258353160246,1.77654644072045,1.91995135863585,9,2,4.50767431277752,0.514544115659609,0.653388469424716,0.0745832925926651,1.81969377698625,0.858620981965955,0.263765048064024,5.24990002277425,0.646151156780606,0.133333333333333
KU-2008,Ata,Ata36,31.469710814619,7.40717228988959,5.055073760784,13.2799052217227,7.90475347939855,6.51805747054104,1.58497996255554,1.58140942866135,1.64351017514149,1.40443709623023,1.51145041089887,1.46925919041376,0.356884086348884,0.271402682941741,0.396136226258216,0.326546263511599,0.271283467099485,0.35360253831303,1.0578861708107,0.654068246697981,1.02272777933151,1.43599686818581,0.8392106965694,1.56859001382568,8.94171634206808,19.0111159376214,1.53250771065021,0.329309210745493,0.235117244298093,0.0505226000589648,1.28126585952696,0.911560732280064,0.196571734035449,1.68119101271177,0.824574414310132,1.2617708197097
CIae66,Aum,Aum01,37,7,0,0,10.5549112820513,8.70148564102564,2.91432230361472,3.39315804571592,3.86862029084046,3.23306063254015,3.12377581233776,2.74612113950091,0.567484931246274,0.721121104962342,0.521120772977496,0.751584791174456,0.769827893405842,0.674898356345053,1.70293658367929,1.57043784698257,1.52769770860605,2.52510138009502,2.63768121825551,2.59022258577878,4,2,3.21317637075832,0.667672975018577,0.369267559968022,0.0767309172896456,2.58433506137644,1.60035737975597,0.29699929046505,2.00778676775826,0.824401589790961,0.5
PI554282,Aum,Aum04,25,4,0,0,9.05924333333333,6.24135049382716,3.01983588518829,2.98580578571076,3.17647091794977,2.92931052997864,3.00809401664722,2.76077819037216,0.521476431008959,0.469034334923176,0.445638817673607,0.439837472811855,0.546393033039784,0.43347316706569,1.35499309987783,1.25639444926315,1.2295215706999,1.91416624761849,1.96438516281819,1.93930442024207,4,0,2.98004922097447,0.475975542753845,0.477468654247476,0.076261626906644,1.93928527689292,1.28030303994696,0.310715650212388,2.32761239174901,0.688948322081406,0
AE714,Aum,Aum23,21,4,8,8,9.35764452991453,7.63294583333333,2.13585768655667,2.38746078339972,2.16567623593145,2.20603016637348,2.4035935844705,1.86561183775334,0.329423459961338,0.458587115579453,0.379920449841278,0.303494135898281,0.437013576122533,0.315869720152142,0.66374339015224,1.02966537136236,0.818086312419646,1.8096100305398,1.81555107121918,1.45065563839274,4,9,2.19403838241419,0.370718076259171,0.287443200871773,0.0485681523691983,1.69193891338391,0.837165024644749,0.2216626385576,2.62079556338995,0.815690936851931,0.84375
KU-4009,Aum,Aum26,77.7135370520584,5.46358635286629,5.32100874883917,11.1131183634959,9.31394736555876,7.1780233530787,4.03112821081246,3.93558354249156,4.04471420930697,4.04452709012698,4.01125417950768,3.92760670513435,0.423875670141118,0.39756623633751,0.416040153005082,0.427497977236771,0.397345282812376,0.426223041813272,0.797000392853693,0.698799736655311,0.757434928210593,1.32926072563367,1.18116994432243,1.81930464952502,5.78561395042486,7.62350144616167,3.99913565623,0.414758060224355,0.557136060934484,0.0577816537816727,1.44324510649371,0.751078352573199,0.201064420593546,5.32452525429463,0.770674674372939,0.742903350629762
KU-4049,Aum,Aum27,25,4,3,3,10.747014017094,7.82558829166667,2.61314231589163,2.84679880126466,2.83996763699758,3.00703148269761,2.35441421634283,2.41066836109751,0.42572469231883,0.493469945435399,0.511026989578165,0.464654083020485,0.377447300308467,0.438084510686735,0.501185582660216,0.820399884724804,0.608281096739804,1.46491618812182,1.76998266968742,2.14070398973958,4,4,2.67867046904864,0.451734586891347,0.342296370472378,0.0577253198168361,1.79186761584961,0.643288854708275,0.228975451948799,4.16402437170062,0.728163960633106,1
KU-5901,Aum,Aum30,70.3752489131841,10.1222327162403,5.81411397312279,18.2492331153936,8.1975252745774,6.50331782203457,2.83408781392176,2.78601743672084,2.86043179527406,2.87599901877251,2.76759223147489,2.69906777273993,0.386929497244397,0.379933560605291,0.407053890755075,0.397571688319027,0.365270430862064,0.403399178706854,0.744260786149221,0.677490763690112,0.689853815045013,1.32527941475553,1.74615413767779,1.04117042286001,11.7110619735948,17.5498489521993,2.803866011484,0.390026374415451,0.43114393117678,0.0599734451073515,1.37086799176444,0.703868454961449,0.210795170907942,3.98350855436129,0.793326962004376,0.773240899769901
AE820,Aum,Aum31,18,5,5,5,9.26945079365079,7.66804808943089,3.26511438843332,3.4413717479259,3.41879625347506,3.21878032808957,3.04297877978492,3.3431187134918,0.408619019212224,0.613447960551313,0.410805217558275,0.424563544893603,0.450705817813968,0.546707007486399,1.19362170565674,1.06401084117192,0.996453043087968,2.03302756694451,2.16985140854682,1.62719510171771,6,3,3.28836003520009,0.475808094585964,0.428839255681318,0.0620507447314767,1.94335802573635,1.08469519663888,0.253435816138782,3.03159822721597,0.8272386638789,0.3
PI276996,Aun,Aun01,33,5,6,6,9.07914583333333,8.11138991869919,2.96942165808794,3.03691650201274,3.24584812442667,3.39357853512826,3.64005610814246,3.41488940061035,0.353938065298121,0.370900091490647,0.400219597869669,0.473447084891815,0.46663551137313,0.37650498459019,1.21141721210708,0.918657646577329,0.767697935205451,1.58448103238296,1.77043332090781,1.19317017590987,5,4,3.2834517214014,0.406940889252262,0.404795202093794,0.0501690700768978,1.51602817640021,0.965924264629953,0.18690115893767,3.39928485248199,0.893408924980464,0.4
PI554418,Aun,Aun02,39,5,3,9,10.0570601282051,9.02572519230769,3.87772996691283,3.8694674318892,3.96908548712814,3.87318039260443,3.84624940180935,3.82070732688333,0.445885600061447,0.471110502437706,0.4408435383145,0.478371150983904,0.4675222969088,0.456144961655134,1.17085008669386,1.09989047299881,1.12511327847797,1.82672231621341,1.85063547630743,1.95711520669452,3,1,3.87607000120454,0.459979675060248,0.429446932918807,0.050963181933821,1.87815766640512,1.13195127939021,0.20808939186469,3.42423748422511,0.897451648617967,0.333333333333333
PI554421,Aun,Aun05,46,5,2,4,9.77083807692308,9.31709730769231,3.68884796213228,3.49278442375256,3.45296138518041,3.45850642076563,3.30242011484186,2.42618936470905,0.526190661379571,0.561380069279518,0.426830813015491,0.374297829981679,0.494032547527374,0.576748798599131,1.32454504970702,1.24439254636023,1.21882329190533,1.99766146667826,2.05522906233888,2.03810467027309,4,10,3.30361827856363,0.493246786630461,0.354575912375212,0.0529399629886048,2.03033173309674,1.26258696265752,0.217914621479855,2.61654711815659,0.953561734862599,3.75
AE157,Aun,Aun21,57.1598477346516,4.64415331443769,4.09420660390464,6.79038123145756,9.88782929020273,7.87913504763671,3.98519820585164,3.71798866906701,3.55762455656565,3.91793758979149,3.63586418461791,3.6979357052292,0.416230534916651,0.412319406292754,0.30801001935587,0.47259454460703,0.397993627851909,0.395524240534232,1.00231679854598,0.962228355172082,0.982127509370193,1.61430715011553,1.6203610724936,1.70900954406382,4.43521478158704,6.85452096194203,3.75209148518715,0.400445395593074,0.476206012779609,0.0508235222739563,1.64789258889099,0.982224221029419,0.209146382049291,3.81999486965896,0.79685184850872,1.13243674591142
AE576,Aun,Aun23,40,6,2,2,10.8072747368421,8.78969103174603,3.56705758750567,3.88878174590668,3.72173575640407,4.08426176063502,3.73960258454632,3.58042195775391,0.403863867283347,0.510160872056329,0.462477491214497,0.493535819700835,0.358335833244473,0.39591594473903,1.11558903426795,0.906708829569894,0.928905674683132,1.38523922983218,1.34221868747668,1.474787049299,4,7,3.76364356545861,0.437381638039752,0.42818838021329,0.0497607522790102,1.40074832220262,0.983734512840325,0.159362634834773,3.82587325780803,0.813312444235538,2.625
KU-19-3,Aun,Aun25,34,4,3.00642643213243,0,11.5421960162602,8.99723398373984,3.57903386106849,3.97434492662483,3.31142619374759,3.19530819284751,3.32390950424247,2.85582303448668,0.372993385874366,0.397718650091229,0.279844506121047,0.351215073663724,0.422717855331252,0.374649076661793,1.38946470249436,1.05044616103873,1.15331027689037,1.71900100009988,1.45317886584605,1.49060943601765,4,2,3.37330761883626,0.366523091290568,0.374927185947663,0.0407373079274101,1.55426310065453,1.19774038014115,0.172748991908341,2.81639299698547,0.779507987133894,0.498931217464072
PI306526,Tmo,Tmo02,94.5542776038722,18.4066289693264,3.59024107771558,21.2980205524162,10.3511791915573,8.64080989548643,3.38304274729436,3.45885112768159,3.47634100818038,3.40222189548058,3.43187638777665,3.37040106303397,0.576836584104815,0.611165990346674,0.612833932681103,0.59290803163127,0.58829966279613,0.61094648495823,1.05501787676503,1.21424952702697,1.0548557202158,1.98002029417904,3.01991186632448,1.99274464073258,19.1133379129534,18.4935766531333,3.42045570490792,0.59883178108637,0.395848970904292,0.0693027376287,2.3308922670787,1.10804104133593,0.269753911412431,3.08693954222488,0.834765753309936,0.808503709636864
PI374575,Tmo,Tmo03,60,22,2,17,12.3768278364228,8.54636333333333,3.10009945941424,3.24550954857527,3.24454277848518,3.1135023453088,3.1446505489273,3.11813844686721,0.600289908360748,0.670536763333984,0.645450006774557,0.633822659232612,0.641911406978423,0.643490660758065,1.39176197714657,1.40641419019475,1.25666627159517,2.5988770445136,2.755990097214,2.4542876837698,25,21,3.16107385459633,0.639250234239732,0.369873562743023,0.0747979239013239,2.60305160849913,1.35161414631217,0.304580030940934,2.33873984170794,0.690513227321698,1.26
PI427445,Tmo,Tmo04,57,19,3,20,11.2416899122807,11.1765806086307,5.11037788312536,5.53370979282676,5.36546506828756,4.93064041333296,5.64655285399475,5.25359175495121,0.72048939196781,0.529912097743317,0.727257074724432,0.567675203809605,0.625396319495942,0.566815446855523,0.878393480990864,1.19537778002171,1.00509456180853,2.2128330803646,2.87942191509304,2.28441361838979,16,15,5.30672296108643,0.622924255766105,0.474807380442325,0.0557347794982192,2.45888953794914,1.02628860760703,0.220003740325584,5.17079008940765,0.994208228108225,0.9375
PI427446,Tmo,Tmo05,65,27,2,23,8.89513692307692,7.27688611111111,2.08891668832535,2.22626619019208,2.2173131521304,2.13085233054045,2.06750327410888,2.04540132681661,0.517272431956508,0.585609400506614,0.577860368574518,0.552085706394661,0.549165123435195,0.564995657074259,1.2130095576732,1.28621364675513,1.05794624136909,2.35244005050313,2.51416477113123,2.01078148154358,22.8190771239887,26.6653949484654,2.12937549368563,0.557831447990293,0.292621797451835,0.0766579879735286,2.29246210105931,1.18572314859914,0.315033390114343,1.79584542665069,0.818074659675273,1.75283567365
PI119423,Tmo,Tmo09,94.2385201794667,19.2650847226503,2.38052410691445,18.7649074848578,11.412015207111,9.65180617145478,3.53560345420721,3.65735888132909,3.72148935542466,3.75099233585666,3.58963586510045,3.56469739778433,0.59954575886051,0.764195846851278,0.596536146423901,0.668144445952939,0.690182964498574,0.735511990187742,1.35446725572502,1.36140934863933,1.25891517046728,2.58907359682091,2.72874021802306,2.54561050131108,19.2368211233436,16.236000048189,3.63662954828373,0.675686192129157,0.376782281334976,0.0700061916004384,2.62114143871835,1.32493059161054,0.271570045249186,2.74476985535006,0.845758264100509,1.06363937997585
PI191381,Tmo,Tmo10,69,32,5.18330055918929,23,7.82929388888889,6.98196193618158,3.82142499626273,3.82318144324233,3.45797274584945,3.75152021966262,3.68647682357814,3.56019256244975,0.750517403709733,0.481566701847668,0.674092768743457,0.50922770128995,0.381509160682639,0.564530202456367,0.750662383660754,1.18410912574009,0.977354248908536,1.824175280936,2.54471264566122,2.06164005971283,35,31,3.68346146517417,0.560240656454969,0.527568253571524,0.0802411502061788,2.14350932877002,0.970708586103127,0.307006733689284,3.79461098614703,0.891774154255492,0.512635303857135
PI355535,Tmo,Tmo13,78,31,1,15,8.43670925,7.22977256383913,3.03913625130041,2.97781503416969,3.0536781224903,3.21392318170693,3.26221526232824,3.12124407321366,0.54729559973437,0.350625599879505,0.367464491682631,0.505331124272448,0.380802449956455,0.558635234023247,1.01939362990642,1.09877975925444,0.940274626197531,2.10905246797496,2.22374108572498,1.88920923135046,33,17,3.1113353208682,0.451692416591443,0.430350373181869,0.0624767117641646,2.07400092835013,1.01948267178613,0.286869456824075,3.05187661053342,0.856942244849688,1.54545454545455
PI393496,Tmo,Tmo14,65,29,2,23,7.89066239130435,8.3247814673913,4.05506659294877,4.37635098739677,4.30717589832537,4.32244634157576,4.45822594337114,4.18280452495594,0.615814498506435,0.802539386691925,0.770659572773984,0.714454576804406,0.728474229941163,0.583131987553192,0.83119514927832,0.901077647245576,1.14988719289375,2.07876503073543,2.09094738160251,2.88058125351831,30,24,4.28367838142896,0.702512375378518,0.514569469265758,0.0843880861173718,2.35009788861875,0.960719996472549,0.282301451134091,4.45882088137775,1.05501681032068,1.2
PI428180,Tur,Tur02,68,20,4,32,11.9329807142857,8.94350431034483,2.39347000328541,2.54468299682257,2.51972674478195,2.43184347997545,2.42000756214303,2.38040821010568,0.580730448562438,0.646056637994821,0.644917161229237,0.607575998288668,0.608394025525546,0.631606157503618,1.22458980585688,1.31446247529747,1.08438577049294,2.52617248501393,2.70473133437643,2.20436221826856,28,38,2.44835649951902,0.619880071517388,0.273758072290191,0.0693106471476042,2.47842201255297,1.20781268388243,0.277119787339535,2.02709950987511,0.749477814846211,1.01785714285714
PI428253,Tur,Tur06,78,23,4,22,12.5367594444444,10.8625079512195,2.77967353359427,2.85613783810915,2.75597411668369,2.75806462323206,2.86893712385371,2.85822850833029,0.348784593382652,0.541006920261246,0.404230627592859,0.402758927873641,0.55314976979591,0.529466010826944,1.11827732721298,1.34496435752754,1.1704573491187,2.58497791757467,3.06681170084505,3.13830188714485,21,22,2.81283595730053,0.463232808288875,0.25894903552036,0.0426451064863773,2.93003050185486,1.21123301128641,0.26973793851409,2.32229136020089,0.866452610768819,0.785714285714286
PI428257,Tur,Tur07,74,20,4,27,11.006275952381,10.7582723148148,3.32815556632551,3.4559552479929,3.44510356798586,3.34617695279664,3.40997889979155,3.35148200175187,0.637896994570512,0.689186348191677,0.685857417184244,0.65605318318213,0.660238488124945,0.681281841436494,1.25357099891778,1.31250261549495,1.16007653422815,2.59865372222372,2.75675877849459,2.45253153337855,29,22,3.38947537277405,0.668419045448334,0.315057592296352,0.0621307051809685,2.60264801136562,1.24205004954696,0.241920629558857,2.72893622443828,0.977467070729537,0.568965517241379
PI538727,Tur,Tur20,75,22,1,21,11.5308796124031,11.4740911309524,2.98227900730388,2.97588980911776,2.78938997336725,2.89815696105894,2.69665867119166,2.69986330675891,0.349621611484484,0.404855026465605,0.548838412149773,0.548801964263539,0.511645112301769,0.505052222637466,0.72633412637114,1.18603348112372,0.771092211584165,2.37785243912034,2.44195323458417,2.49338488769413,25,20,2.84037295479973,0.478135724883773,0.247546661638199,0.0416709018105982,2.43773018713288,0.894486606359675,0.212455187893434,3.17542256597816,0.995075095451555,2.4
PI428249,Tur,Tur21,71.2045073804043,14.8915353098761,4.01182103158651,18.6413319961435,9.51077449541841,7.9445244382068,2.81659614965168,2.83329284280272,2.87776800433708,2.81689737589315,2.41762198242078,2.66571407242186,0.383378800620259,0.522491070607442,0.634407997859806,0.564598431380159,0.414968793794394,0.487694751406085,1.07237659198482,1.11387329952467,0.985091679388944,2.02215612734379,2.11829839085406,1.85238557773606,15.9048358765536,19.1593687208705,2.73798173792121,0.501256640944691,0.34463758771434,0.0630946062087804,1.9976133653113,1.05711385696614,0.251445304353824,2.5900537769688,0.835318347841587,0.900806906921809
PI428333,Tur,Tur25,79,28,2,29,10.3189105833333,10.317170297619,2.53406244405241,2.58852665083035,2.42226652005788,2.35858596583897,2.97967545001595,2.57031750703131,0.685465055437338,0.689908139607641,0.751166129824586,0.603427209924384,0.615461008139405,0.77790420025825,1.14040307303797,0.854502878294592,0.915392683129418,2.89939393692407,2.21551219771274,2.3974535650673,27,36,2.57557242297114,0.687221957198601,0.249639421340708,0.0666095389893097,2.50411989990137,0.97009954482066,0.242713828275111,2.6549568409985,0.999831349860022,2
TRI6735,Tur,Tur30,125.380332918662,29.5591273508902,4.80491981161186,37.8322177134948,9.20455117915223,7.87415926715063,2.27073357412505,2.54949127904614,2.39048361082259,2.36492637545865,2.2927173514965,2.25552420621103,0.630533195469395,0.819960614253057,0.742493118100243,0.685816779503689,0.635678629665282,0.612536421440227,0.694129338661884,0.972496996180969,0.878953410062627,2.84530391612143,2.71149383402182,2.38156872312691,32.1731904119833,32.6613479911625,2.35397939952666,0.687836459738649,0.29894993480091,0.087353638198323,2.64612215775672,0.84852658163516,0.336051388850591,2.77419641349409,0.85546368463735,0.633833349494778
PI5770884TK201-0003,Tca,Tca01,46,13,8,43,8.11866115384615,6.95807975308642,1.28464194872035,1.20868537569426,1.13100614509386,1.27561929946525,1.20197936754974,1.09366616412256,0.397933497120785,0.440049394652692,0.367193397094485,0.367492420601173,0.386445755007469,0.588138776065883,0.766006284682864,0.98899125521765,0.682798476550038,1.36746936663722,1.7589354185656,1.27702201046931,14,34,1.199266383441,0.424542206757081,0.172355941006431,0.0610142771888703,1.46780893189071,0.812598672150184,0.21095028858208,1.47584093420639,0.857047685724645,0.910714285714286
HOR10924,Hsp,Hsp01,96,10,3,13,14.92844,12.6315362903226,3.23605607740735,3.18211459421134,3.90587913564028,3.65828267237978,2.85859465637735,3.63579636164189,0.674907942504155,0.707692691896196,0.71196157263267,0.701343385796671,0.585712053687509,0.642247326043599,1.97233562835251,1.84661093810606,1.44227921482795,2.32731341265341,2.79535748496038,2.2462269986348,18,14,3.41278724960967,0.670644162093467,0.270179902995988,0.0530928421277836,2.45629929874953,1.75374192709551,0.194457684504408,1.94600311304744,0.846139066796169,0.777777777777778
HOR9819,Hsp,Hsp02,49,11,2,10,12.1718841666667,10.5184740860215,2.53496366714394,2.5619445257645,2.18424055077983,2.37865685765623,2.37778408378854,2.66861139367618,0.379471322522246,0.51099526724875,0.465726412553256,0.531545674409736,0.566301682556932,0.420868542826693,2.11244439989445,2.09672384391137,2.18742505821617,2.27752821902253,2.4126964072765,2.2379764424395,8,5,2.45103351313487,0.479151483686269,0.233021776076072,0.0455533264395295,2.30940035624618,2.13219776734066,0.219556595125832,1.14953385219602,0.864161533415414,0.9375
HOR13534,Hsp,Hsp03,71,14,2,13,10.9556077419355,8.90312156565657,2.49817275971625,2.57975223429012,2.70331567004677,2.51147765802945,2.48092885610187,2.6510891422012,0.573490681380679,0.595544332861114,0.625021291918133,0.724429828494346,0.38677246722246,0.603903102320117,1.38567421752752,1.37388829954728,1.23316694149577,2.37852867524173,2.51192799338582,2.22293836435612,16.615779829144,18.2136016069311,2.57078938673094,0.584860284032808,0.288751464053648,0.0656915981343985,2.37113167766122,1.33090981952352,0.266325879094785,1.9316029899391,0.812654284031867,1.64424436838509
R1053,Str,Str02,112,28,0,0,12.0002509333333,13.6797878225806,6.37296152047359,6.55809103641736,6.30873268885605,6.67363986851175,6.52016002965808,6.92309019344862,0.739778857408762,0.82715550766929,0.617488611779522,0.787469081514343,0.631865188226244,0.8465510255357,1.50734319893559,1.41005983231032,1.51811313411521,2.8116036686125,2.89819556939971,3.24583760583262,11.8564309054682,0,6.55944588956091,0.741718045355644,0.479499095646318,0.0542199963168525,2.98521228128161,1.47850538845371,0.218220656635774,4.43653837232281,1.13995848074993,0
