Species Windows piS_obs piS_est Fis_obs Fis_est u1_est s1_est u2_est s2_est u3_est s3_est lnLNull lnLMax lnLSat R2deviance R2efron
Ae_caudata 1cM 0.0109456180611048 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3494.61795194886 -3295.96680001256 -2931.47139156456 0.352752135786347 0.0667054979862783
Ae_caudata 1cM 0.0105328820794982 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3403.00974884133 -3295.96680001256 -2854.43344186786 0.195128640205649 0.0592499516344124
Ae_caudata 1cM 0.0105010114518772 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3462.08572883374 -3295.96680001256 -2928.74567777641 0.311469068358648 0.0737883191339398
Ae_caudata 1cM 0.0104142966961578 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3501.72475128325 -3295.96680001256 -2919.90981628046 0.353648452268933 0.0624353324545393
Ae_caudata 1cM 0.0109631222012956 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3511.44782026582 -3295.96680001256 -2978.67114350016 0.40444904901127 0.024763873718077
Ae_caudata 1cM 0.0103003973381247 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3461.54923465904 -3295.96680001256 -2923.52637657288 0.307760966207805 0.0679754418018608
Ae_caudata 1cM 0.0111297519524582 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3476.39815819977 -3295.96680001256 -3015.01721142438 0.391068073894794 0.0709772121804571
Ae_caudata 1cM 0.0108412898715651 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3487.49933264224 -3295.96680001256 -2934.72660888294 0.346494181780722 0.0763508172678755
Ae_caudata 1cM 0.0104355312296857 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3486.50464685297 -3295.96680001256 -2926.95581037338 0.340520495117424 0.0610865298824456
Ae_caudata 1cM 0.010611433782111 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3412.9781575703 -3295.96680001256 -2855.78275934336 0.210000581358136 0.0412869293968478
Ae_caudata 1cM 0.0108625738935594 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3417.40601275766 -3295.96680001256 -2939.00285179021 0.253842831012072 0.0589144458069569
Ae_caudata 1cM 0.00974920305479726 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3432.12097165483 -3295.96680001256 -2858.10575061484 0.237196099775173 0.0564026522785987
Ae_caudata 1cM 0.0108245227465233 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3455.9694262901 -3295.96680001256 -2898.15054716877 0.286836161819364 0.0957251372489938
Ae_caudata 1cM 0.0108198997853622 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3460.71944907387 -3295.96680001256 -2931.40648034378 0.311257533433532 0.0345704520721992
Ae_caudata 1cM 0.0103350287170234 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3517.68657621451 -3295.96680001256 -2980.37730097964 0.412648332015172 0.0594424517362885
Ae_caudata 1cM 0.0100770123851019 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3433.58376670365 -3295.96680001256 -2872.35286609813 0.245205612418369 0.0505304402419885
Ae_caudata 1cM 0.0108046135739085 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3454.74093357303 -3295.96680001256 -2887.02888072713 0.27967370564804 0.074941083373958
Ae_caudata 1cM 0.0105697709234548 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3469.94834607981 -3295.96680001256 -2874.35616468199 0.292115228341188 0.07395354876713
Ae_caudata 1cM 0.0105348793110035 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3515.35233799153 -3295.96680001256 -2926.25275598774 0.372408239083689 0.0242822637886929
Ae_caudata 1cM 0.010795551092944 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3415.70964400788 -3295.96680001256 -2872.83757371088 0.220572857855455 0.0432624865423696
Ae_caudata 1cM 0.0109589894790686 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3548.04317962945 -3295.96680001256 -2995.50234242316 0.456213120629088 0.0374118207374966
Ae_caudata 1cM 0.0107218059006093 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3509.41968030309 -3295.96680001256 -2957.82396281097 0.386973418250976 0.0485415634357039
Ae_caudata 1cM 0.0110804992558036 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3442.60800653182 -3295.96680001256 -2965.99811587349 0.307675542185473 0.0642196927094559
Ae_caudata 1cM 0.0106412024095702 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3403.68834879638 -3295.96680001256 -2861.18980642378 0.19856560040272 0.0243494170574815
Ae_caudata 1cM 0.0107469525658434 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3467.91677547416 -3295.96680001256 -2944.11806564236 0.328274912163903 0.0575613660074222
Ae_caudata 1cM 0.0105423411894109 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3463.35247840765 -3295.96680001256 -2900.71774535807 0.297503279770575 0.0507749438369609
Ae_caudata 1cM 0.0105361813816515 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3426.85454922203 -3295.96680001256 -2910.02085298022 0.253249256310541 0.0436279056504823
Ae_caudata 1cM 0.0106315728549384 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3459.98662048657 -3295.96680001256 -2917.5849270177 0.302395480045493 0.0710941317244996
Ae_caudata 1cM 0.0110301609255851 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3450.99551330941 -3295.96680001256 -2942.89085114515 0.305111770942047 0.0520372336678318
Ae_caudata 1cM 0.0107597758211961 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3470.38305956141 -3295.96680001256 -2907.66163013104 0.309951337245864 0.0491980954192395
Ae_caudata 1cM 0.0108241236696111 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3446.04236921978 -3295.96680001256 -2885.96839939639 0.267956693746266 0.0608285372765742
Ae_caudata 1cM 0.0106447491715115 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3461.79313709777 -3295.96680001256 -2894.56173652286 0.292343366247251 0.0273534528391787
Ae_caudata 1cM 0.0104981081203223 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3455.42910547547 -3295.96680001256 -2954.68314758011 0.318449511071699 0.0584957969186127
Ae_caudata 1cM 0.0104789745626999 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3483.22827754771 -3295.96680001256 -2914.01311888456 0.328981887929601 0.0464560282061837
Ae_caudata 1cM 0.0103931908989479 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3457.49032645087 -3295.96680001256 -2908.02615958999 0.293965532568034 0.0595656246072867
Ae_caudata 1cM 0.0102308871238309 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3390.70257163621 -3295.96680001256 -2813.82950124808 0.164222905326314 0.0623412456017496
Ae_caudata 1cM 0.011173982218948 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3480.36908915664 -3295.96680001256 -2922.03283335011 0.33027102794481 0.0672936511944396
Ae_caudata 1cM 0.0103641432655096 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3477.45247955205 -3295.96680001256 -2941.00045926221 0.338307383839163 0.057512348446438
Ae_caudata 1cM 0.0102891192555804 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3444.99857812432 -3295.96680001256 -2903.33006879753 0.275134654397726 0.0148337910900851
Ae_caudata 1cM 0.0107910316863356 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3468.64288692001 -3295.96680001256 -2907.49823154345 0.307721164681809 0.0560033019244307
Ae_caudata 1cM 0.0108014985883743 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3430.25103075338 -3295.96680001256 -2889.57585322678 0.248363964765543 0.0571630891872657
Ae_caudata 1cM 0.010623297585156 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3413.95836663565 -3295.96680001256 -2869.74259648242 0.21681026735015 0.0961638673613126
Ae_caudata 1cM 0.0106127004830869 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3422.27091684054 -3295.96680001256 -2902.87682540173 0.243175883033435 0.0534765415511656
Ae_caudata 1cM 0.0110184817127346 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3488.58743328216 -3295.96680001256 -2931.41976741096 0.345713947647005 0.0460295462977227
Ae_caudata 1cM 0.0107398158322564 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3425.73635756491 -3295.96680001256 -2889.00338087653 0.241776755274136 0.0639159342424789
Ae_caudata 1cM 0.0103897719196539 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3453.90455597649 -3295.96680001256 -2912.74645817121 0.291851413855696 0.0880129482747139
Ae_caudata 1cM 0.0106296268533775 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3403.84487284422 -3295.96680001256 -2884.66070626084 0.207783826578482 0.0343192652952964
Ae_caudata 1cM 0.0107991579052685 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3426.34646034462 -3295.96680001256 -2930.80685900377 0.263106439887498 0.0230480454033628
Ae_caudata 1cM 0.0108192185207353 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3459.2531675063 -3295.96680001256 -2972.88128097359 0.335723285031519 0.0255495149003858
Ae_caudata 1cM 0.010663252701509 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3513.37932480465 -3295.96680001256 -2939.14708534808 0.378614278079964 0.0960324074649136
Ae_caudata 1cM 0.01055960241869 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3454.83927753364 -3295.96680001256 -2898.24890527699 0.285438781265556 0.0550985233735971
Ae_caudata 1cM 0.0109098783453875 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3473.08302200674 -3295.96680001256 -2909.30035613427 0.314156913143267 0.0505358454802415
Ae_caudata 1cM 0.0106675631070805 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3400.97073328514 -3295.96680001256 -2912.35013505097 0.214898703927041 0.0877982721764162
Ae_caudata 1cM 0.0105410715710256 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3472.7941450363 -3295.96680001256 -2964.69116715088 0.348014777948449 0.0946612448390093
Ae_caudata 1cM 0.0108023242084245 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3418.89400632459 -3295.96680001256 -2887.65050162731 0.231395217494612 0.0566253674624949
Ae_caudata 1cM 0.0111816621287692 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3483.751433534 -3295.96680001256 -2920.4667488525 0.333374293014226 0.059383464631432
Ae_caudata 1cM 0.0103933637357629 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3418.02204622424 -3295.96680001256 -2884.93662028997 0.2289600132995 0.0560069519604256
Ae_caudata 1cM 0.0105480897492618 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3473.94907172839 -3295.96680001256 -2907.21861568233 0.314051009288557 0.0920633143281361
Ae_caudata 1cM 0.0106159903595604 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3455.92032022797 -3295.96680001256 -2896.28202159493 0.285815893240525 0.0721480690438374
Ae_caudata 1cM 0.0104852526936792 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3465.15195266395 -3295.96680001256 -2894.70440958349 0.296583191046412 0.0478705374542312
Ae_caudata 1cM 0.0101007974911369 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3420.94219973502 -3295.96680001256 -2839.55808720091 0.214961841970055 0.0469221330195108
Ae_caudata 1cM 0.0103388114062054 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3473.17929279183 -3295.96680001256 -2870.22063368289 0.293904880711315 0.0476910273743383
Ae_caudata 1cM 0.0107536307793839 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3532.05523061009 -3295.96680001256 -2990.48412154458 0.435932468784954 0.0456059767876747
Ae_caudata 1cM 0.0102213941235217 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3430.09923574372 -3295.96680001256 -2893.58033089167 0.250005050182056 0.0333620038593887
Ae_caudata 1cM 0.0101193744595203 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3445.19749307867 -3295.96680001256 -2834.57391561939 0.244390650107287 0.0534052149513812
Ae_caudata 1cM 0.0104967681829068 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3493.44343136214 -3295.96680001256 -2897.8313068539 0.331552403357511 0.0343544387710777
Ae_caudata 1cM 0.0102388480311156 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3401.75554172568 -3295.96680001256 -2860.38352655106 0.195408589191658 0.0385355524376925
Ae_caudata 1cM 0.0104048985916403 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3418.12467562089 -3295.96680001256 -2913.13990951715 0.241904080693074 0.0652072055193902
Ae_caudata 1cM 0.0108378460387121 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3423.08757066412 -3295.96680001256 -2910.04366260086 0.24777756572812 0.0478560204915741
Ae_caudata 1cM 0.011045211303718 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3468.93316009217 -3295.96680001256 -2908.9687220827 0.308888115635449 0.0560560130948851
Ae_caudata 1cM 0.0102053310026685 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3416.1211919973 -3295.96680001256 -2841.35831191745 0.209050368680819 0.044606276478653
Ae_caudata 1cM 0.0106409276357181 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3422.37304094822 -3295.96680001256 -2892.83392445918 0.23870992151394 0.0738715384859113
Ae_caudata 1cM 0.0106985042300674 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3405.87709970294 -3295.96680001256 -2898.07168299138 0.216441763071636 0.0857606328646502
Ae_caudata 1cM 0.0104525314978759 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3457.49032645087 -3295.96680001256 -2906.08943325492 0.292933015581659 0.0511171073817669
Ae_caudata 1cM 0.0102241235079555 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3420.27707128117 -3295.96680001256 -2853.34782111793 0.219269461282545 0.055548234751646
Ae_caudata 1cM 0.010814016996398 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3472.60150651927 -3295.96680001256 -2966.32956578952 0.348892941315499 0.0390156779019615
Ae_caudata 1cM 0.0116879498154534 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3508.77335970061 -3295.96680001256 -2994.04251453611 0.41343269339152 0.0651535036187119
Ae_caudata 1cM 0.0106867129395798 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3461.8906787269 -3295.96680001256 -2912.14840435959 0.301821210503232 0.0941089843073504
Ae_caudata 1cM 0.0104701258416192 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3456.16582253077 -3295.96680001256 -2914.39584499366 0.295695644203968 0.0888944926992354
Ae_caudata 1cM 0.0102281155775532 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3451.88406040444 -3295.96680001256 -2913.01095079101 0.289339470851927 0.0316632412672449
Ae_caudata 1cM 0.0105705916502223 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3443.45542676509 -3295.96680001256 -2887.17367293316 0.265132957780043 0.0472760655818518
Ae_caudata 1cM 0.0106482403281308 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3527.45799537949 -3295.96680001256 -2927.18246166782 0.385641563525923 0.0457470941871834
Ae_caudata 1cM 0.0106069085587999 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3420.43060808411 -3295.96680001256 -2890.34258969088 0.234798380179981 0.0741364719081989
Ae_caudata 1cM 0.0109149718220304 1000 0.6 0.126320490454756 9.99999999995546e-08 1 9.99999999995546e-11 0.999999352173498 9.99999999995546e-14 0.999999999374785 -3495.55641598121 -3295.96680001256 -2964.0946103233 0.375548372138561 0.0947191194797666
